cliente_id,nombre,genero,edad,departamento,municipio,fecha_registro,segmento_cliente
10927,Sofía Gómez,F,64,Sacatepéquez,San Lucas Sacatepéquez,17/07/2022,Corporativo
10928,Pedro Gómez,M,58,Guatemala,Guatemala,04-15-2023,Frecuente
10929,Luis Hernández,M,71,Izabal,Morales,2024.05.29,Corporativo
10930,Rosa Díaz,F,N/A,Quetzaltenango,Quetzaltenango,01-22-2022,Frecuente
10931,Andrea Méndez,M,75,Petén,San Benito,2026.03.09,Corporativo
10932,Sofía Díaz,F,75,Alta Verapa,Tactic,2021-07-30,Frecuente
10933,Ana Hernández,M,27,Quetzaltenango,Coatepeque,2021.01.15,Frecuente
10934,Lucía Castillo,F,30,Izabal,Livingston,12-22-2024,Nuevo
10935,Pedro Cruz,F,25,Chimaltenango,Tecpán Guatemala,31/31/2025,Inactivo
10936,Andrea Santos,M,68,Sacatepéquez,San Lucas Sacatepéquez,2021-09-02,Premium
10937,Carlos Hernández,F,30,Sacatepéquez,San Lucas Sacatepéquez,02-26-2022,Frecuent
10938,Miguel Pérez,F,30,Petén,Flores,,Premium
10939,Carlos Cruz,M,56,Chimaltenango,Tecpán Guatemala,2026-04-08,Frecuente
10940,Ana Pérez,F,72,Chimaltenango,El Tejar,2024/01/26,Frecuente
10941,Ana García,F,N/A,Escuintla,santa lucía cotzumalguapa,2022-07-18,Nuevo
10942,Pedro  Pérez,F,58,Alta Verapaz,San Pedro Carchá,19/04/2022,Corporativo
10943,Ana Morales,F,42,Guatemala,Santa Catarina Pinula,04/12/2025,Premium
10944,Diego López,M,62,Alta Verapaz,Cobán,2023/05/11,Corporativo
10945,Diego Ramírez,F,56,Quetzaltenango,Salcajá,2022/11/17,Premium
10946,Ana Gómez,,50,Guatemala,Guatemala,2023/06/17,Corporativo
10947,Rosa Méndez,M,31,Sacatepéquez,Jocotenango,2025.02.20,Frecuente
10948,Carlos Castillo,M,38,Alta Verapaz,Tactic,09-10-2023,Inactivo
10949,Andrea Gómez,M,60,Escuintla,Santa Lucía Cotzumalguapa,2021.05.02,Frecuente
10950,Fernanda Gómez,F,75,Guatemala,Guatemala,2026/02/02,Premium
10951,Luis Gómez,F,33,Sacatepéquez,Ciudad Vieja,10-28-2024,Premium
10952,Luis Cruz,M,65,Sacatepéquez,Ciudad Vieja,07-10-2023,Corporativo
10953,Diego Pérez,M,22,Sacatepéquez,Ciudad Vieja,2024.12.19,Frecuente
10954,José Santos,M,58,Izabal,Livingston,2023/10/05,Nuevo
10955,Carlos García,M,68,Petén,Sayaxché,2024/04/23,Frecuente
10956,Lucía López,F,30,Petén,Flores,2023.03.24,Inactivo
10957,Luis Gómez,M,74,Quetzaltenango,Coatepeque,2025-06-18,Inactivo
10958,Carlos Díaz,F,61,Quetzaltenango,Quetzaltenango,23/06/2021,Inactivo
10959,Diego López,F,75,Guatemala,Santa Catarina Pinula,2026/03/18,Corporativo
10960,Ana Ramírez,F,27,Escuintla,Escuintla,08-22-2021,Frecuente
10961,José Hernández,M,63,Quetzaltenango,Quetzaltenango,2025.07.04,Inactivo
10962,Fernanda Castillo,F,21,Chimaltenango,Chimaltenango,11-04-2024,Inactivo
10963,Miguel Ramírez,M,40,Quetzaltenango,Coatepeque,31/05/2021,Nuevo
10964,Andrea García,F,26,Quetzaltenango,Quetzaltenango,08/05/2021,Corporativo
10965,Andrea Díaz,M,21,Sacatepéquez,Antigua Guatemala,2025/07/20,Frecuente
10966,María Díaz,M,24,Petén,San Benito,03/09/2023,Inactivo
10967,Sofía Cruz,F,48,Izabal,Puerto Barrios,02-16-2024,Frecuente
10968,Pedro López,F,72,Alta Verapaz,Tactic,2024.03.16,Inactivo
10969,Luis Castillo,M,42,Chimaltenango,Tecpán Guatemala,19/05/2026,Frecuente
10970,Luis Santos,F,49,Escuintla,Escuintla,2024-10-06,Premium
10971,Fernanda Díaz,F,34,Chimaltenango,No Especificado,31/31/2025,Inactivo
10972,Pedro Góme,M,18,Quetzaltenango,Quetzaltenango,2026/01/02,Corporativo
10973,Pedro López,M,22,Escuintla,Palín,08-30-2022,Frecuente
10974,Andrea López,M,41,Guatemala,Villa Nueva,2024/01/18,Premium
10975,José Cruz,F,36,Izabal,Puerto Barrios,2024/07/28,Corporativo
10976,Diego Morales,M,61,Quetzaltenango,Salcajá,2023/01/15,Corporativo
10977,Carlos Cruz,M,23,Sacatepéquez,San Lucas Sacatepéquez,04-26-2022,Inactivo
10978,María Hernández,F,21,Petén,Sayaxché,2023.05.09,Corporativo
10979,Sofía Hernández,M,69,Guatemala,Mixco,2023/01/23,Corporativo
10980,Fernanda Hernández,M,75,Izabal,Morales,28/04/2025,Corporativo
10981,Sofía Santos,M,59,Chimaltenango,Chimaltenango,2023-04-22,NUEVO
10982,Diego Castillo,M,29,Sacatepéquez,Jocotenango,2021-02-08,Premium
10983,Diego Ramírez,F,45,Sacatepéquez,Ciudad Vieja,29/07/2023, Inactivo 
10984,Sofía Santos,M,74,Sacatepéquez,Jocotenango,10-23-2025,Corporativo
10985,Luis Cruz,F,18,Guatemala,Mixco,2022/06/13,Premium
10986,Miguel Castillo,M,22,Petén,Sayaxché,25/04/2024,Premium
10987,Gabriela Cruz,M,73,Escuintla,Santa Lucía Cotzumalguapa,,Frecuente
10988,Carlos Castillo,M,52,Guatemala,Guatemala,10/10/2025,Premium
10989,Pedro López,M,29,Petén,San Benito,2021.02.12,Frecuente
10990,Juan Hernández,M,65,Izabal,Livingston,2025-02-24,Premium
10991,José García,F,57,Quetzaltenango,Quetzaltenango,06-14-2025,Frecuente
10992,Rosa Morales,F,49,Quetzaltenango,NULL,2024.11.22,Corporativo
10993,Gabriela Morales,M,27,Petén,San Benito,2024/05/27,Corporativo
10994,Miguel Díaz,F,22,Alta Verapaz,San Pedro Carchá,2021-06-25,Corporativo
10995,Fernanda Santos,M,21,Quetzaltenango,Coatepeque,2022-01-31,Premium
10996,Juan Díaz,F,21,Sacatepéquez,Jocotenango,01-01-2022,Frecuente
10997,Fernanda Castillo,F,46,Alta Verapaz,Tactic,03-21-2024,Corporativo
10998,Fernanda Gómez,M,68,Alta Verapaz,Tactic,2022/01/27,Inactivo
10999,Lucía Cruz,M,39,Quetzaltenango,Salcajá,07-04-2022,Premium
11000,Lucía Morales,F,69,Sacatepéquez,San Lucas Sacatepéquez,31/31/2025,Inactivo
11001,Pedro Méndez,F,49,Izabal,Puerto Barrios,21/02/2023,Inactivo
11002,Carlos Pérez,F,74,Escuintla,Santa Lucía Cotzumalguapa,15/11/2021,Premium
11003,Diego Gómez,F,42,Sacatepéquez,San Lucas Sacatepéquez,2022.02.06,Corporativo
11004,Carlos Santos,F,19,Chimaltenango,Chimaltenango,2023-12-11,Nuevo
11005,Ana Ramírez,F,37,Izabal,Puerto Barrios,2022.04.08,Inactivo
11006,Diego Gómez,F,51,Alta Verapaz,Tactic,2023/03/09,Frecuente
11007,Carlos Cruz,M,44,Izabal,Livingston,07/01/2022,Premium
11008,Juan Gómez,M,53,Guatemala,Villa Nueva,26/04/2024,Inactivo
11009,Ana Méndez,M,47,Izabal,Morales,04/09/2023,Frecuente
11010,Fernanda Pérez,M,0,Quetzaltenango,Coatepeque,09-26-2023,Premium
11011,Fernanda Cruz,M,69,Izabal,Puerto Barrios,07-22-2021,Nuevo
11012,Juan Morales,F,22,Alta Verapaz,Tactic,2021.09.08,Corporativo
11013,Diego Méndez,F,22,Alta Verapaz,Cobán,13/11/2024,Frecuente
11014,María García,M,40,Alta Verapaz,San Pedro Carchá,05/06/2024,Premium
11015,Ana Castillo,F,75,Petén,San Benito,2025-06-12,Nuevo
11016,Luis  Méndez,F,39,Izabal,Livingston,23/01/2023,Inactivo
11017,María Méndez,F,56,Sacatepéquez,Jocotenang,2025/11/19,Premium
11018,María Morales,M,60,Guatemala,Mixco,17/08/2023,Premium
11019,María Díaz,F,52,Quetzaltenango,Salcajá,07-02-2024,Inactivo
11020,Juan Hernández,F,55,Petén,Sin dato,18/12/2021,Inactivo
11021,Rosa Méndez,F,62,Alta Verapaz,Cobán,2024/09/25,Frecuente
11022,Rosa García,F,37,Petén,Flores,26/10/2024,Inactivo
11023,José Morales,F,44,Alta Verapaz,Cobán,10/09/2021,Inactivo
11024,Lucía López,M,60,Sacatepéquez,San Lucas Sacatepéquez,05-12-2021,Corporativo
11025,Lucía Castillo,M,20,Alta Verapaz,Cobán,2023/01/31,Corporativo
11026,Diego Morales,F,44,Guatemal,VILLA NUEVA,2025.02.12, Nuevo 
11027,Pedro Gómez,M,29,Sacatepéquez,Jocotenango,2022/06/29,Inactivo
11028,Diego Morales,F,70,Escuintl,Escuintla,2025.11.22,Frecuente
11029,Carlos Ramírez,M,35,Alta Verapaz,Cobán,2024-11-15,Inactivo
11030,Lucía Cruz,M,59,Quetzaltenango,Coatepeque,07/02/2022,Corporativo
11031,Rosa Pérez,F,74,Chimaltenango,Tecpán Guatemala,2022-04-24,Inactivo
11032,Luis Díaz,F,62,Escuintla,Palín,2023/12/09,Corporativo
11033,Gabriela Hernández,F,18,Alta Verapaz,Cobán,04-29-2024,Nuevo
11034,Luis López,F,59,Quetzaltenango,Salcajá,2023.11.05,FRECUENTE
11035,Juan Gómez,F,26,Guatemala,San Miguel Petapa,2023.09.12,Corporativo
11036,Andrea Cruz,M,19,Guatemala,MIXCO,10-04-2025,Premium
11037,Fernanda Pérez,M,50,Petén,Sayaxché,31/10/2023,Nuevo
11038,Fernanda Castillo,M,47,Alta Verapaz,Tactic,25/11/2023,Premium
11039,Carlos Ramírez,F,38,Escuintla,santa lucía cotzumalguapa,2022-11-16,Corporativo
11040,Rosa García,M,39,Quetzaltenango,Salcajá,14/04/2022,Premium
11041,Sofía Gómez,M,23,Quetzaltenango,Coatepeque,09-18-2023,Frecuente
11042,Diego Hernández,F,26,Chimaltenango,No Especificado,2021.10.24,Inactivo
11043,Diego Cruz,M,48,Alta Verapaz,Tactic,2022-03-16,Corporativo
11044,Andrea Morales,M,18,Alta Verapaz,Tactic,2025.10.17,Inactivo
11045,José García,F,57,Petén,San  Benito,2021/11/26,Frecuente
11046,Rosa Cruz,F,58,Quetzaltenango,Salcajá,12-24-2025,Corporativo
11047,Gabriela García,F,64,Guatemala,Mixco,2026/02/02,Frecuente
11048,Ana Gómez,M,42,Izabal,Livingston,2023-10-10,Nuevo
11049,Fernanda López,F,63,Escuintla,No Especificado,2024/07/22, Frecuente 
11050,Fernanda Cruz,,70,Chimaltenango,Chimaltenango,2021/04/23,Inactivo
11051,Luis Méndez,F,41,Alta Verapaz,Cobán,2021-02-27,Nuevo
11052,Lucía Díaz,F,57,Guatemala,San Miguel Petapa,01-14-2023,Inactivo
11053,Carlos Morales,F,30,Quetzaltenango,Salcajá,2021.07.10,Inactivo
11054,María Castillo,F,44,Guatemala,Villa Nueva,2023/12/30,Inactivo
11055,Andrea Pérez,M,71,Petén,San Benito,14/08/2025,Inactivo
11056,Luis Ramírez,F,31,Escuintla,Santa Lucía Cotzumalguapa,2022.10.14,Premium
11057,María Méndez,M,44,Quetzaltenango,Coatepeque,2022.10.22,Frecuente
11058,Andrea Gómez,M,68,Izabal,Puerto Barrios,12-04-2023,Nuevo
11059,Andrea Castillo,F,59,Escuintla,Palín,2021/05/03,Frecuente
11060,Miguel Méndez,M,43,Guatemala,San Miguel Petapa,2024.11.08,Frecuente
11061,Lucía Méndez,M,35,Peté,Sayaxché,2025-07-20,Nuevo
11062,Andrea Castillo,F,67,Chimaltenango,Tecpán Guatemala,07-11-2022,Nuevo
11063,Rosa García,M,44,Izabal,Morales,01/02/2026,Nuevo
11064,Lucía Morales,F,54,Izabal,Morales,2025-11-11,Inactivo
11065,Carlos Díaz,F,36,Escuintla,Santa Lucía Cotzumalguapa,13/02/2021,Inactivo
11066,Andrea López,M,42,Sacatepéquez,Ciudad Vieja,02/04/2022,Nuevo
11067,Pedro López,M,28,Petén,Sayaxché,12/12/2023,Frecuente
11068,Gabriela Díaz,F,56,Sacatepéquez,No Especificado,04/06/2021,Premium
11069,Miguel Pérez,M,47,Guatemala,Mixco,10-02-2023,Premium
11070,Fernanda Hernández,M,31,Sacatepéquez,Ciudad Vieja,2023/10/07,Inactivo
11071,Pedro Santos,M,75,Alta Verapaz,Cobán,04-07-2024,Premium
11072,Gabriela Díaz,M,53,Escuintla,NULL,2024-02-28,Frecuente
11073,Diego Gómez,F,71,Alta Verapaz,Cobán,2025.09.03,frecuente
11074,Lucía Cruz,F,37,Alta Verapaz,Tactic,2023-10-07,Frecuente
11075,Carlos Cruz,F,49,Petén,Sayaxché,06-11-2024,Corporativo
11076,Gabriela Castillo,F,22,Quetzaltenango,Coatepeque,04/05/2025,Frecuente
11077,Miguel Hernández,M,29,Izabal,Morales,2021.07.08,Frecuente
11078,Andrea Hernández,M,51,Quetzaltenango,Salcajá,29/12/2021,Frecuente
11079,Pedro Santos,F,33,Izabal,Morales,2023/03/18,Premium
11080,José Gómez,M,74,Petén,Sayaxché,2021.02.24,Inactivo
11081,Juan Pérez,M,44,Guatemala,Guatemala,2023.06.03,Premium
11082,Lucía Santos,F,47,Quetzaltenango,Quetzaltenango,11-02-2023,Nuevo
11083,Gabriela López,F,37,Alta Verapaz,San Pedro Carchá,2023-07-25,Premium
11084,Lucía García,M,43,Quetzaltenango,Salcajá,2022.10.15,Frecuente
11085,Miguel Hernández,M,70,Izabal,Puerto Barrios,2025.05.17,Nuevo
11086,Miguel Castillo,M,28,Sacatepéquez,San Lucas Sacatepéquez,NULL,Premium
11087,Diego Santos,F,63,Guatemala,Guatemala,08-04-2024,Premium
11088,Luis Pérez,M,40,Guatemala,San Miguel Petapa,2026-04-06,Corporativo
11089,Rosa Morales,M,31,Sacatepéquez,Ciudad  Vieja,2022.12.03,Nuevo
11090,Juan Morales,F,62,Petén,Flores,27/06/2021,Frecuente
11091,Miguel Gómez,F,18,Chimaltenango,El Tejar,2021/05/27,Corporativo
11092,Diego Morales,F,66,Petén,Flores,19/10/2022,Corporativo
11093,Carlos López,F,61,Alta Verapaz,San Pedro Carchá,2022/02/16,Premium
11094,María Cruz,M,57,Sacatepéquez,Antigua Guatemala,2024/07/16,Premium
11095,Luis Cruz,F,69,Alta Verapaz,Cobán,08/10/2021,nuevo
11096,Rosa Ramírez,M,29,Escuintla,Santa Lucía Cotzumalguapa,2024.01.17,Premium
11097,Andrea Santos,M,70,Izabal,Puerto Barrios,2021-10-06,Nuevo
11098,Juan Castillo,F,37,Izabal,Puerto Barrios,26/10/2021,Nuevo
11099,Andrea Cruz,F,27,Sacatepéquez,Antigua Guatemala,2023/09/10,Nuevo
11100,José Méndez,M,65,Sacatepéquez,Jocotenango,2022-08-04,Corporativo
11101,Fernanda Díaz,M,73,Chimaltenango,Tecpán Guatemala,2021/05/24,Nuevo
11102,Ana Cruz,M,44,Chimaltenango,Tecpán Guatemala,05-20-2025,Nuevo
11103,Andrea Gómez,F,20,Sacatepéquez,Sin dato,12-12-2021,Nuevo
11104,Lucía Cruz,M,32,Alta Verapaz,Sin dato,2023/04/24,Premium
11105,Luis Gómez,M,41,Izabal,Puerto Barrios,2026/02/03,Frecuente
11106,José Santos,F,49,Izabal,Livingston,2026/04/13,Frecuente
11107,Ana Hernández,F,49,Alta Verapaz,San Pedro Carchá,2021-06-13,Nuevo
11108,Diego Cruz,M,43,Petén,San Benito,03-12-2026,Premium
11109,Miguel López,M,41,Escuintla,Escuintla,2022-04-17,PREMIUM
11110,Diego Castillo,F,52,Escuintla,Escuintla,2026-01-05,Nuevo
11111,María Día,F,45,Alta Verapaz,San Pedro Carchá,2025/09/22,Nuevo
11112,Fernanda López,M,21,Escuintl,Santa Lucía Cotzumalguapa,2024/10/07,Inactivo
11113,Carlos Gómez,F,treinta,Izabal,Morales,2025.03.22,Corporativo
11114,Andrea Hernández,F,43,Chimaltenango,Chimaltenango,2025-04-19,Premium
11115,Juan Méndez,M,62,Izabal,Puerto Barrios,2022-08-04,Corporativo
11116,Ana Méndez,F,56,Chimaltenango,Tecpán Guatemala,2023-12-10,Nuevo
11117,Lucía Méndez,M,68,Quetzaltenango,No Especificado,05-13-2024,Corporativo
11118,María Díaz,F,20,Alta Verapaz,Tactic,2024/05/13,Inactivo
11119,Juan Hernández,N/A,47,Sacatepéquez,San Lucas Sacatepéquez,31/03/2023,Corporativo
11120,Diego Gómez,F,37,Izabal,Livingston,2026.05.08,Nuevo
11121,Luis Hernández,F,67,Alta Verapaz,San Pedro Carchá,2024.03.16,Frecuente
11122,Juan Méndez,F,26,Petén,Flores,2025.01.02,Frecuente
11123,Lucía Díaz,M,22,Quetzaltenango,Coatepeque,14/03/2024,Corporativo
11124,José Méndez,F,51,Escuintla,Escuintla,2021-11-06,Corporativo
11125,José Hernández,F,48,Petén,Sayaxché,2023-02-23,Nuevo
11126,Diego García,M,22,Sacatepéquez,Jocotenango,2024-12-05,Nuevo
11127,Lucía Gómez,F,56,Quetzaltenango,No Especificado,2022/11/14,Premium
11128,Rosa Santos,F,47,Alta Verapaz,Cobán,2023-03-08, Premium 
11129,Ana Gómez,F,63,Guatemala,San Miguel Petapa,2023.02.14,Nuevo
11130,Diego Castillo,M,130,Izabal,Livingston,26/09/2025,Premium
11131,Lucía Santo,M,29,Guatemala,Guatemala,2026-02-06,Premium
11132,Andrea Díaz,F,38,Izabal,Puerto Barrios,12-01-2022,Frecuente
11133,Pedro  Castillo,M,65,Guatemala,Santa Catarina Pinula,11/08/2024,Corporativo
11134,Lucía Morales,M,41,Alta Verapaz,San Pedro Carchá,2021/12/04,Inactivo
11135,Diego Cruz,M,25,Quetzaltenango,Salcajá,2024.05.06,Corporativo
11136,Ana Morales,F,45,Quetzaltenango,Coatepeque,10-29-2021,Premium
11137,Pedro Cruz,M,66,Izabal,NUL,10/03/2025,Nuevo
11138,José Pérez,M,60,Alta Verapaz,San Pedro Carchá,2022.03.10,Frecuente
11139,Rosa Pérez,F,74,Petén,Flores,2022-07-08,Corporativo
11140,Luis Hernández,F,54,Guatemala,Villa Nueva,2023/01/18,Corporativo
11141,Fernanda Díaz,-,28,Izabal,Puerto Barrios,2021-02-18,Nuevo
11142,Pedro Santos,F,27,Guatemala,Villa Nueva,2024-02-06,Premiu
11143,José Hernández,F,40,Alta Verapaz,Cobán,05-10-2025,Inactivo
11144,Carlos Santos,F,71,Guatemala,Santa Catarina Pinula,13/06/2023,Inactivo
11145,Lucía Méndez,M,71,Chimaltenango,Chimaltenango,26/11/2022,Frecuente
11146,Juan Ramírez,F,55,Guatemala,San Miguel Petapa,2022/05/07,Inactivo
11147,Sofía Pérez,M,39,Sacatepéquez,Antigua Guatemala,2023.10.10,Corporativo
11148,Gabriela  Hernández,M,21,Petén,San  Benito,03-16-2023,Nuevo
11149,Juan Ramírez,M,33,Escuintla,Escuintla,10/10/2025,Corporativo
11150,Sofía Méndez,F,58,Guatemala,Mixco,2026-04-21,Nuevo
11151,Pedro Santos,M,60,Chimaltenango,Chimaltenango,02-16-2023,Corporativ
11152,Fernanda Morales,M,72,Guatemala,Guatemala,01/12/2023,Corporativo
11153,María Gómez,M,55,Petén,San Benito,12-29-2021,Frecuente
11154,José Santos,M,49,Izabal,No Especificado,02/03/2021,Nuevo
11155,José García,M,62,Sacatepéquez,Ciudad Vieja,2024.06.27,Inactivo
11156,Miguel Ramírez,M,48,Izabal,Livingston,05/08/2021,Corporativo
11157,Fernanda Méndez,F,19,Alta Verapaz,San Pedro Carchá,2024.10.29,Inactivo
11158,Fernanda Hernández,F,68,Petén,Sayaxché,11-30-2021,Corporativo
11159,Ana Morales,M,75,Sacatepéquez,Jocotenango,2023/06/16,Corporativo
11160,Lucía Gómez,M,40,Escuintla,Palín,02-21-2024,Inactivo
11161,José Ramírez,F,28,Sacatepéquez,Ciudad Vieja,2024.09.20,Frecuente
11162,Diego Gómez,M,51,Petén,Flores,03/09/2025,Inactivo
11163,Lucía Morales,F,24,Escuintla,Palín,2023/06/21,Corporativo
11164,Rosa Díaz,M,21,Escuintla,Escuintla,2025/03/31,Frecuente
11165,Diego Morales,M,57,Chimaltenango,Tecpán Guatemala,01-21-2022,Nuevo
11166,Fernanda López,F,74,Alta Verapaz,San Pedro Carchá,2022/09/25,Inactivo
11167,Gabriela Díaz,M,43,Petén,Flores,2022/10/12,Frecuente
11168,Juan Ramírez,F,44,Quetzaltenango,Coatepeque,2023-08-05,Corporativo
11169,María Díaz,M,35,Guatemala,San Miguel Petapa,04-27-2025,Frecuente
11170,Ana Santos,M,73,Escuintla,Palín,2024-06-08,Premium
11171,Pedro López,F,67,Izabal,Morales,,Inactivo
11172,Carlos Santos,F,29,Izabal,Livingston,12-02-2025,Frecuente
11173,Carlos García,F,72,Petén,Sayaxché,2021/06/24,Frecuente
11174,María Castillo,F,63,Alta Verapa,Cobán,21/09/2022,Nuevo
11175,Luis López,M,72,Petén,San Benito,2021.05.04,Corporativo
11176,Diego López,M,21,Chimaltenango,Tecpán Guatemala,13/02/2021,Premium
11177,María Pérez,F,43,Petén,Sayaxché,2021/03/20,Premium
11178,Miguel  Morales,M,23,Chimaltenango,El Tejar,15/06/2025,Nuevo
11179,Fernanda Ramírez,F,31,Izabal,Morales,2026-04-23,Inactivo
11180,Rosa Ramírez,F,63,Chimaltenango,Tecpán Guatemala,28/04/2024,Frecuente
11181,Andrea Hernández,M,53,Alta Verapaz,Tactic,2021-04-24,Premium
11182,Sofía Morales,F,40,Quetzaltenango,Coatepeque,23/03/2021,Premium
11183,Lucía Hernández,M,75,Escuintla,Palín,2025.03.19,Frecuente
11184,Pedro Hernández,F,52,Petén,San Benito,05-30-2021,Nuevo
11185,Juan Díaz,F,42,Guatemala,San Miguel Petapa,15/12/2024,Corporativo
11186,Sofía Morales,F,38,Escuintla,Palín,2022-12-04,Corporativo
11187,Fernanda García,M,68,Guatemala,Guatemala,29/11/2023,Nuevo
11188,Pedro Gómez,M,49,Sacatepéquez,San Lucas Sacatepéquez,19/01/2023,Frecuente
11189,Andrea Ramírez,M,20,Chimaltenango,TECPÁN GUATEMALA,2022/10/11,Frecuente
11190,Juan Hernández,M,73,Chimaltenango,Chimaltenango,2022/06/29,Corporativo
11191,Rosa Morales,M,20,Alta Verapaz,Tactic,2026/01/28,Nuevo
11192,Pedro Santos,M,64,Sacatepéquez,Jocotenango,2021.04.23,Nuevo
11193,Miguel Ramírez,M,41,Sacatepéquez,Antigua Guatemala,2025-06-17,Inactivo
11194,Gabriela Cruz,M,25,Chimaltenango,El Tejar,12-25-2022,Premium
11195,Lucía López,F,46,Sacatepéquez,Ciudad Vieja,24/08/2022,Inactivo
11196,Miguel Cruz,M,30,Izabal,Livingston,2024.06.22,Nuevo
11197,Miguel Castillo,M,31,Izabal,Puerto Barrios,2023-11-30,Frecuente
11198,Sofía Gómez,M,26,Quetzaltenango,Coatepeque,2024-08-25,Inactivo
11199,Miguel García,M,70,Chimaltenango,El Tejar,07-15-2021,Frecuente
11200,Juan Cruz,F,32,Izabal,Puerto Barrios,2024-09-28,Inactivo
11201,Miguel Castillo,M,39,Alta Verapaz,San Pedro Carchá,2025.02.03,nuevo
11202,Andrea Gómez,F,60,Quetzaltenango,Coatepeque,2021.09.30,Nuevo
11203,Andrea Díaz,M,65,Escuintla,Palín,2025-09-01,Nuevo
11204,María Díaz,F,33,Guatemala,Villa Nueva,11-11-2023,Frecuente
11205,Luis Gómez,F,39,Guatemala,San Miguel Petapa,06-19-2026,Corporativo
11206,Lucía Gómez,M,41,Sacatepéquez,Antigua Guatemala,07-13-2023,Premium
11207,Luis Méndez,M,67,Escuintla,Escuintla,2024/07/29,Corporativo
11208,Gabriela  Díaz,M,62,Izabal,Livingston,2022-06-06,Corporativo
11209,José Pérez,M,49,Petén,Sayaxché,2021-08-15,Corporativo
11210,José García,F,39,Quetzaltenango,Quetzaltenango,2021-08-16,Nuevo
11211,Carlos Ramírez,M,66,Chimaltenango,Chimaltenango,2024.03.29,Corporativo
11212,Luis Santos,F,72,Izabal,Puerto Barrios,2024-10-04,Corporativo
11213,Ana Santos,F,74,Chimaltenango,El Tejar,07-27-2024,Nuevo
11214,Ana Castillo,M,22,Sacatepéquez,San Lucas Sacatepéquez,2026/02/02,Nuevo
11215,Sofía Cruz,F,47,Quetzaltenango,Coatepeque,06-04-2023,Nuevo
11216,Pedro Santos,M,36,Petén,San Benito,2021.07.05,Inactivo
11217,Juan Hernández,F,56,Chimaltenango,Tecpán Guatemala,06-14-2021,Nuevo
11218,Carlos Gómez,M,68,Petén,Sayaxché,NULL,Frecuente
11219,Ana Cruz,F,29,Alta Verapaz,Tactic,2025.05.16,Inactivo
11220,Gabriela Pérez,F,21,Alta Verapaz,Tactic,05/06/2025,Nuevo
11221,Carlos Ramírez,F,53,Petén,San Benito,2024-11-11,Nuevo
11222,Gabriela Hernández,F,46,Alta Verapaz,Cobán,2023.09.11,Frecuente
11223,Diego García,F,54,Chimaltenango,Chimaltenango,2025/04/12,Corporativo
11224,Gabriela Méndez,F,36,Escuintla,Palín,2026/05/06,Corporativo
11225,Rosa Gómez,M,70,Chimaltenango,Tecpán Guatemala,11-17-2021,Nuevo
11226,Sofía Morales,M,19,Petén,Sayaxché,24/01/2021,Premium
11227,Fernanda Ramírez,F,28,Escuintla,Santa Lucía Cotzumalguapa,09/06/2024,Frecuente
11228,María Méndez,F,43,Petén,Flores,11-02-2022,Inactivo
11229,Sofía Pérez,M,22,Petén,Flores,14/08/2022,Inactivo
11230,Gabriela Santos,M,N/A,Sacatepéquez,Antigua Guatemala,2022-10-20,Nuevo
11231,Gabriela Morales,F,32,Sacatepéquez,Ciudad Vieja,2022.05.24,Nuevo
11232,Ana López,F,29,Quetzaltenango,Quetzaltenango,2022/05/27,Corporativo
11233,José Ramírez,M,46,Izabal,Morales,10-16-2022,Frecuente
11234,Ana Santos,F,65,Chimaltenango,Chimaltenango,2025.05.04,Corporativo
11235,José Díaz,M,48,Alta Verapaz,Tactic,28/03/2024,Premium
11236,María García,M,69,Sacatepéquez,San Lucas Sacatepéquez,2026/06/24,Nuevo
11237,María Morales,M,38,Izabal,Livingston,2025.11.11,Frecuente
11238,Fernanda Morales,M,39,Petén,San Benito,2021/06/30,Corporativo
11239,Andrea Morales,F,37,Sacatepéquez,San Lucas Sacatepéquez,2021.03.24,Corporativo
11240,Miguel Díaz,F,67,Petén,San Benito,2023-12-25,INACTIVO
11241,Ana García,F,43,Quetzaltenango,Coatepeque,2026.05.04,Inactivo
11242,Lucía García,M,30,Quetzaltenango,Salcajá,2024-01-25,Nuevo
11243,Rosa Méndez,F,66,Chimaltenango,Chimaltenango,2025-06-19,Premium
11244,Lucía Méndez,M,53,Quetzaltenango,Salcajá,08/10/2023,nuevo
11245,Pedro Hernández,M,19,Guatemala,Santa Catarina Pinula,03-23-2024,Premium
11246,Carlos Gómez,F,30,Escuintla,Palín,01-16-2026,Premium
11247,Sofía Ramírez,M,55,Escuintla,Escuintla,2021.04.01,Nuevo
11248,María Castillo,F,26,Quetzaltenango,Quetzaltenango,08-14-2022,Corporativo
11249,Fernanda Méndez,F,38,Izabal,Livingston,2021.08.02,Corporativo
11250,Juan García,M,43,Escuintla,Palín,14/12/2023,Corporativo
11251,Diego Castillo,M,52,Alta Verapaz,San Pedro Carchá,12-16-2024,Inactivo
11252,Rosa Pérez,F,30,Guatemal,Villa Nueva,2025.04.05,Inactivo
11253,Diego Castillo,M,20,Sacatepéquez,San Lucas Sacatepéquez,2025-11-06,Frecuente
11254,Lucía Morales,M,37,Quetzaltenango,Salcajá,2025/07/09,CORPORATIVO
11255,Sofía Méndez,F,43,Petén,Sayaxché,2023-08-18,Frecuente
11256,Fernanda Pérez,M,25,Escuintla,Escuintla,30/10/2025,Premium
