producto_id,nombre_producto,categoria,subcategoria,marca,costo_unitario,precio_lista,proveedor_id
201833,Impresoras SecureID Modelo 758,IMPRESION,IMPRESORAS,SECUREID,6499.73,7604.63,9020
201834,Toner SecureID Modelo 150,IMPRESION,TONER,SECUREID,1167.78,1672.7,9087
201835,Camaras SecureID Modelo 388,SEGURIDAD,CAMARAS,SECUREID,4104.9,5798.66,9037
201836,Biometricos NetPro Modelo 895,SEGURIDAD,BIOMETRICOS,NETPRO,6891.11,10296.31,9007
201837,Impresoras  HP  Modelo 819,IMPRESION,IMPRESORAS,HP,158.96,245.93,9010
201838,Routers Lenovo Modelo 623,REDES,ROUTERS,LENOVO,4969.8,6177.3,9042
201839,Desktop SecureID Modelo 224,COMPUTO,SIN DATO,SECUREID,674.68,1003.68,9085
201840,Tinta VisionX Modelo 867,IMPRESION,TINTA,VISIONX,6889.11,9264.45,9035
201841,Biometricos VisionX Modelo 558,SEGURIDAD,BIOMETRICOS,VISIONX,68.73,108.41,9093
201842,Impresoras HP Modelo 159,IMPRESION,IMPRESORAS,HP,3523.63,5902.51,9083
201843,LED HP Modelo 565,MONITORES,LED,HP,2581.04,3608.76,9011
201844,Webcam ClickIT Modelo 615,ACCESORIOS,WEBCAM,CLICKIT,3333.91,4416.27,9096
201845,Tinta Lenovo Modelo 503,,TINTA,LENOVO,2479.32,2881.08,9023
201846,Camaras SecureID Modelo 154,SEGURIDAD,CAMARAS,SECUREID,1132.03,1948.49,9090
201847,Camaras Logitech Modelo 570,SEGURIDAD,CAMARAS,LOGITECH,1216.81,1499.14,9060
201848,Camaras Vision Modelo 759,SEGURIDAD,CAMARAS,VISION,5177.57,8337.62,9100
201849,LED NetPro Modelo 964,MONITORES,LED,NETPRO,5858.6,9120.89,9057
201850,Gaming Lenovo Modelo 592,MONITORES,GAMING,LENOVO,6625.49,9021.95,9090
201851,Tinta NetPro Modelo 913,IMPRESION,TINTA,NETPRO,3346.76,4173.47,9090
201852,All in One SecureID Modelo 545,COMPUTO,ALL IN ONE,SECUREID,2877.63,4083.07,9065
201853,Desktop NetPr Modelo 616,COMPUTO,DESKTOP,NETPR,5285.08,8306.92,9070
201854,All in One Logitech Modelo 602,COMPUTO,ALL IN ONE,LOGITECH,4305.65,6876.39,9032
201855,Switches Dell Modelo 310,REDES,SWITCHES,DELL,5722.55,8637.68,9026
201856,Routers Dell Modelo 810,REDES,ROUTERS,DELL,1441.73,1848.48,9035
201857,Webcam Logitech Modelo 611,ACCESORIOS,WEBCAM,LOGITECH,3356.5,4067.64,9048
201858,Desktop VisionX Modelo 869,COMPUTO,DESKTOP,VISIONX,5697.74,9726.12,9094
201859,Routers VisionX Modelo 408,REDES,ROUTERS,VISIONX,4567.35,7418.81,9083
201860,Switches Dell Modelo 532,REDES,SWITCHES,DELL,4963.95,7832.34,9031
201861,Gaming Dell Modelo 474,MONITORES,GAMING,DELL,5128.34,6939.38,9052
201862,Curvos VisionX Modelo 979,MONITORES,CURVOS,VISIONX,2829.94,3418.18,9059
201863,Routers VisionX Modelo 683,REDES,ROUTERS,VISIONX,212.77,202.06,9019
201864,Webcam HP Modelo 749,ACCESORIOS,WEBCAM,HP,4718.36,6443.25,9041
201865,Laptops Dell Modelo 988,COMPUTO,LAPTOPS,DELL,3819.14,5667.72,9064
201866,Webcam TechOne Modelo 468,ACCESORIOS,WEBCAM,TECHONE,1941.53,2672.33,9038
201867,Webcam Logitech Modelo 506,ACCESORIOS,WEBCAM,LOGITECH,4627.69,7723.48,9021
201868,Alarmas SecureID Modelo 671,SEGURIDAD,ALARMAS,SECUREID,6323.87,8703.53,9051
201869,Gaming VisionX Modelo 642,MONITORES,GAMING,VISIONX,579.77,932.16,9071
201870,Webcam VisionX Modelo 173,ACCESORIOS,WEBCAM,VISIONX,5900.64,8276.37,9075
201871,LED Lenovo Modelo 526,MONITORES,LED,LENOVO,200.07,267.14,9091
201872,Camaras Lenovo Modelo 641,SEGURIDAD,CAMARAS,LENOVO,3319.18,4231.11,9069
201873,LED Lenovo Modelo 959,MONITORES,LED,LENOVO,538.34,699.9,9008
201874,Camaras Lenovo Modelo 688,SEGURIDAD,CAMARAS,LENOVO,117.61,155.08,9073
201875,Cableado ClickIT Modelo 849,REDES,CABLEADO,CLICKIT,6181.43,8944.07,9091
201876,Tinta NetPro Modelo 489,IMPRESION,TINTA,,6725.45,10732.18,9037
201877,Toner ClickIT Modelo 954,IMPRESION,TONER,CLICKIT,971.87,1632.58,9022
201878,Desktop NetPro Modelo 500,COMPUTO,DESKTOP,NETPRO,3744.39,5939.17,9016
201879,Switches Lenovo Modelo 825,REDES,SWITCHES,LENOVO,4059.91,4813.61,9061
201880,Curvos ClickIT Modelo 764,MONITORES,CURVOS,CLICKIT,4266.41,6584.72,9020
201881,Biometricos VisionX Modelo 748,SEGURIDAD,BIOMETRICOS,VISIONX,3822.94,4898.32,9014
201882,Audifonos Logitech Modelo 619,ACCESORIOS,AUDIFONOS,LOGITECH,5053.81,7297.24,9063
201883,Alarmas NetPro Modelo 851,SEGURIDAD,ALARMAS,NETPRO,3908.55,5636.97,9009
201884,LED VisionX Modelo 687,MONITORES,LED,VISIONX,3516.6,4269.32,9015
201885,Tinta SecureID Modelo 504,IMPRESION,TINTA,SECUREID,6832.78,10045.62,9094
201886,Teclados TechOne Modelo 663,ACCESORIOS,TECLADOS,TECHONE,4867.67,7466.91,9017
201887,Audifonos NetPro Modelo 507,ACCESORIOS,AUDIFONOS,NETPRO,5099.73,8791.61,9020
201888,gaming netpro modelo 804,MONITORES,GAMING,NETPRO,4450.37,7065.61,9002
201889,Webcam SecureID Modelo 352,ACCESORIOS,WEBCAM,SECUREID,5177.94,6709.88,9085
201890,Cableado Lenovo Modelo 764,REDES,CABLEADO,LENOVO,3969.59,5881.64,9072
201891,Desktop NetPro Modelo 538,COMPUTO,DESKTOP,NETPRO,5748.1,7899.02,9052
201892,Audifonos PrintMax Modelo 991,ACCESORIOS,AUDIFONOS,PRINTMAX,3421.87,4385.6,9046
201893,Switches SecureID Modelo 744,COMPUTACIÓN,SWITCHES,SECUREID,4875.3,5675.2,9072
201894,Biometricos Logitech Modelo 805,SEGURIDAD,BIOMETRICOS,LOGITECH,4729.96,6964.14,9052
201895,All in One Lenovo Modelo 676,COMPUTO,ALL IN ONE,LENOVO,1874.4,3243.62,9094
201896,Desktop ClickIT Modelo 788,COMPUTO,DESKTOP,CLICKIT,1057.25,1332.01,9052
201897,Routers NetPro Modelo 168,REDES,ROUTERS,NETPRO,2481.42,1011.86,9037
201898,Cableado VisionX Modelo 560,REDES,CABLEADO,VISIONX,3606.23,2966.9,9064
201899,Gaming Logitech Modelo 808,MONITORES,GAMING,LOGITECH,1173.98,1497.34,9033
201900,Impresoras HP Modelo 828,IMPRESION,IMPRESORAS,HP,4363.18,6401.28,9010
201901,Desktop PrintMax Modelo 133,COMPUTO,DESKTOP,PRINTMAX,3779.34,4444.42,9094
201902,Switches PrintMax Modelo 701,REDES,SWITCHES,PRINTMAX,2653.86,3820.1,9097
201903,Alarmas PrintMax Modelo 542,SEGURIDAD,ALARMAS,PRINTMAX,3502.37,5046.85,9100
201904,Biometricos ClickIT Modelo 989,SEGURIDAD,BIOMETRICOS,CLICKIT,1802.67,3120.91,9067
201905,Toner VisionX Modelo 415,IMPRESION,TONER,VISIONX,3258.73,4289.33,9085
201906,Impresoras SecureID Modelo 898,IMPRESION,IMPRESORAS,SECUREID,5312.56,7369.07,9036
201907,Alarmas HP Modelo 692,SEGURIDAD,ALARMAS,HP,3492.77,4445.64,9027
201908,Switches PrintMax Modelo 827,REDES,SWITCHES,PRINTMAX,557.72,848.21,9025
201909,Laptops PrintMax Modelo 882,COMPUTO,LAPTOPS,PRINTMAX,4590.63,5491.69,9094
201910,Cableado Dell Modelo 164,REDES,CABLEADO,DELL,5253.77,7298.87,9034
201911,Routers Lenovo Modelo 560,REDES,ROUTERS,LENOVO,2216.05,3027.87,9096
201912,Switches HP Modelo 378,,SWITCHES,HP,2491.95,3744.06,9033
201913,Routers Lenovo Modelo 899,REDES,ROUTERS,LENOVO,2379.85,3032.72,9076
201914,Biometricos PrintMax Modelo 788,SEGURIDAD,BIOMETRICOS,PRINTMAX,4801.04,7972.45,9092
201915,Alarmas Logitech Modelo 174,SEGURIDAD,,LOGITECH,6351.0,7490.33,9043
201916,Laptops HP Modelo 340,COMPUTO,LAPTOPS,HP,1506.39,2409.25,9097
201917,Toner SecureID Modelo 426,EQUIPO DE COMPUTO,TONER,,1578.37,2397.49,9082
201918,Alarmas NetPro Modelo 615,SEGURIDAD,ALARMAS,NETPRO,2678.23,4565.68,9056
201919,Cableado Logitech Modelo 256,REDES,CABLEADO,LOGITECH,3207.21,4599.04,9095
201920,Audifonos Dell Modelo 203,ACCESORIOS,AUDIFONOS,DELL,2809.79,3994.89,9064
201921,audifonos logitech modelo 444,ACCESORIOS,AUDIFONOS,LOGITECH,850.4,1393.97,9063
201922,Gaming ClickIT Modelo 452,MONITORES,GAMING,CLICKIT,113.52,145.53,9060
201923,Toner ClickIT Modelo 795,IMPRESION,TONER,CLICKIT,4704.07,6634.8,9067
201924,Tinta Lenovo Modelo 674,,TINTA,LENOVO,1268.55,1971.77,9017
201925,Impresoras HP Modelo 429,IMPRESION,IMPRESORAS,HP,2319.58,3208.25,9022
201926,Gaming HP Modelo 614,MONITORES,GAMING,HP,2989.62,4923.59,9001
201927,Impresoras VisionX Modelo 959,IMPRESION,IMPRESORAS,VISIONX,1919.87,2362.45,9003
201928,Gaming VisionX Modelo 324,MONITORES,GAMING,VISIONX,311.56,430.38,9007
201929,Toner NetPro Modelo 793,IMPRESION,TONER,NETPRO,2570.29,3839.45,9080
201930,Mouse VisionX Modelo 944,ACCESORIOS,MOUSE,VISIONX,2682.21,4408.98,9071
201931,Impresoras VisionX Modelo 796,IMPRESION,IMPRESORAS,VISIONX,4147.28,5968.05,9058
201932,Gaming PrintMax Modelo 728,MONITORES,GAMING,PRINTMAX,3520.42,5310.75,9009
201933,WEBCAM LOGITECH MODELO 900,ACCESORIOS,WEBCAM,LOGITECH,6654.27,10802.44,9088
201934,Mouse PrintMax Modelo 142,ACCESORIOS,MOUSE,PRINTMAX,3537.83,5260.19,9098
201935,Alarmas SecureID Modelo 871,SEGURIDAD,ALARMAS,SECUREID,3347.71,4566.49,9081
201936,Tinta Lenovo Modelo 397,IMPRESION,TINTA,LENOVO,4155.36,7008.13,9019
201937,Camaras Logitech Modelo 973,SEGURIDAD,CAMARAS,LOGITECH,6989.33,11352.92,9096
201938,Audifonos PrintMax Modelo 776,ACCESORIOS,AUDIFONOS,PRINTMAX,6865.83,8505.61,9024
201939,Laptops TechOne Modelo 493,COMPUTO,LAPTOPS,TECHONE,519.25,637.68,9037
201940,Curvos Dell Modelo 693,MONITORES,CURVOS,DELL,238.87,373.01,9091
201941,Curvos HP Modelo 827,MONITORES,CURVOS,HP,5175.56,7413.03,9011
201942,Gaming NetPro Modelo 109,MONITORES,GAMING,NETPRO,6123.68,8031.66,9042
201943,Toner ClickIT Modelo 562,IMPRESION,TONER,CLICKIT,3607.05,4275.35,9045
201944,Teclados SecureID Modelo 878,ACCESORIOS,TECLADOS,SECUREID,3276.23,5238.9,9089
201945,Biometricos NetPro Modelo 494,SEGURIDAD,BIOMETRICOS,NETPRO,3237.99,4712.12,9007
201946,Laptops Logitech Modelo 273,COMPUTO,LAPTOPS,LOGITECH,2703.81,4023.58,9075
201947,Mouse HP Modelo 925,ACCESORIOS,MOUSE,HP,4149.49,-100.0,9038
201948,All in One NetPro Modelo 130,COMPUTO,ALL IN ONE,NETPRO,4794.44,6713.54,9027
201949,Switches ClickIT Modelo 379,REDES,SWITCHES,CLICKIT,4686.33,7095.04,9017
201950,Impresoras TechOne Modelo 869,IMPRESION,IMPRESORAS,TECHONE,442.08,540.1,9067
201951,Laptops PrintMax Modelo 446,COMPUTO,LAPTOPS,PRINTMAX,3798.24,5959.32,9093
201952,Impresoras SecureID Modelo 271,IMPRESION,IMPRESORAS,SECUREID,5105.33,6557.9,9049
201953,All in One Lenovo Modelo 572,COMPUTO,ALL IN ONE,LENOVO,788.68,1021.2,9095
201954,Desktop VisionX Modelo 478,COMPUTO,DESKTOP,VISIONX,4844.9,8157.11,9076
201955,Switches ClickIT Modelo 713,REDES,SWITCHES,CLICKIT,3072.41,4024.59,9067
201956,Cableado Dell Modelo 197,REDES,CABLEADO,DELL,5535.52,9006.46,9083
201957,Cableado VisionX Modelo 974,REDES,CABLEADO,VISIONX,2496.56,3431.98,9024
201958,Cableado VisionX Modelo 665,REDES,CABLEADO,VISIONX,922.3,1277.78,9035
201959,All in One Logitech Modelo 195,COMPUTO,ALL IN ONE,LOGITECH,2091.67,2702.77,9036
201960,Toner NetPro Modelo 452,IMPRESION,TONER,NETPRO,4514.54,7296.6,9095
201961,Gaming Lenovo Modelo 360,MONITORES,GAMING,LENOVO,97.27,114.25,9042
201962,Cableado PrintMax Modelo 406,REDES,CABLEADO,PRINTMAX,6398.16,8869.3,9006
201963,Biometricos SecureID Modelo 967,SEGURIDAD,BIOMETRICOS,,4540.73,7491.89,9079
201964,Camaras Dell Modelo 181,SEGURIDAD,CAMARAS,DELL,300.35,370.92,9022
201965,Toner Lenovo Modelo 763,IMPRESION,TONER,LENOVO,449.89,644.91,9039
201966,Toner TechOne Modelo 113,IMPRESION,TONER,TECHONE,4208.92,6994.05,9071
201967,TECLADOS NETPRO MODELO 832,ACCESORIOS,TECLADOS,NETPRO,4045.47,6379.54,9006
201968,Impresoras HP Modelo 808,IMPRESION,IMPRESORAS,HP,5329.03,6329.57,9026
201969,Teclados VisionX Modelo 860,ACCESORIOS,TECLADOS,VISIONX,5996.92,9359.82,9053
201970,Alarmas HP Modelo 827,SEGURIDAD,ALARMAS,HP,5915.37,8016.35,9024
201971,All in One ClickIT Modelo 966,COMPUTO,ALL IN ONE,CLICKIT,4522.06,5827.01,9039
201972,Curvos Lenovo Modelo 409,MONITORES,CURVOS,LENOVO,1362.95,1803.53,9041
201973,LED TECHONE Modelo 674,MONITORES,LED,TECHONE,4920.25,5678.53,9061
201974,Impresoras Del Modelo 412,IMPRESION,,DEL,2959.28,4992.88,9042
201975,LED Logitech Modelo 234,MONITORES,LED,LOGITECH,5410.52,8088.71,9082
201976,Camaras PrintMax Modelo 415,SEGURIDAD,CAMARAS,PRINTMAX,3065.19,4720.76,9019
201977,Switches PrintMax Modelo 174,REDES,SWITCHES,PRINTMAX,1635.55,2024.8,9020
201978,Switches TechOne Modelo 794,REDES,SWITCHES,TECHONE,6620.5,8649.69,9043
201979,Curvos PrintMax Modelo 330,MONITORES,CURVOS,PRINTMAX,3762.4,4364.23,9005
201980,All in One PrintMax Modelo 526,COMPUTO,ALL IN ONE,PRINTMAX,1879.0,2792.37,9093
201981,Gaming HP Modelo 422,MONITORES,GAMING,HP,4963.9,8219.47,9092
201982,Desktop SecureID Modelo 587,COMPUTO,DESKTOP,SECUREID,939.08,1621.13,9024
201983,Teclados Lenovo Modelo 578,ACCESORIOS,TECLADOS,LENOVO,5584.74,9269.92,9030
201984,Switches Logitech Modelo 895,REDES,SWITCHES,LOGITECH,4067.78,6438.84,9038
201985,Toner VisionX Modelo 563,IMPRESION,TONER,VISIONX,2260.87,2806.48,9072
201986,Alarmas ClickIT Modelo 429,SEGURIDAD,ALARMAS,CLICKIT,5715.96,9204.21,9018
201987,LED ClickIT Modelo 104,MONITORES,LED,CLICKIT,3011.57,4171.24,9056
201988,Audifonos HP Modelo 346,ACCESORIOS,AUDIFONOS,HP,6479.77,7870.99,9072
201989,Gaming SecureID Modelo 471,MONITORES,GAMING,SECUREID,4917.64,8384.98,9099
201990,LED Dell Modelo 272,MONITORES,LED,DELL,2337.52,3089.5,9092
201991,Desktop Dell Modelo 976,COMPUTO,DESKTOP,DELL,6275.96,9855.51,9073
201992,Curvos SecureID Modelo 664,MONITORES,CURVOS,SECUREID,755.69,1260.05,9035
201993,Biometricos Dell Modelo 157,SEGURIDAD,BIOMETRICOS,DELL,3415.66,5431.35,9092
201994,Impresoras PrintMax Modelo 158,IMPRESION,IMPRESORAS,PRINTMAX,1191.87,2001.02,9038
201995,Toner Lenovo Modelo 469,IMPRESION,TONER,LENOVO,1320.47,2303.99,9058
201996,Gaming TechOne Modelo 250,MONITORES,GAMING,TECHONE,4996.07,7801.46,9027
201997,Desktop HP Modelo 509,COMPUTO,DESKTOP,HP,6925.4,10236.45,9080
201998,All in One HP Modelo 918,COMPUTO,ALL IN ONE,HP,5516.92,7097.45,9022
201999,Teclados Logitech Modelo 741,ACCESORIOS,TECLADOS,LOGITECH,2066.74,3282.11,9048
202000,Toner ClickIT Modelo 880,IMPRESION,TONER,CLICKIT,5946.03,8201.02,9095
202001,Webcam VisionX Modelo 925,ACCESORIOS,WEBCAM,VISIONX,2340.79,3336.76,9011
202002,Biometricos VisionX Modelo 575,SEGURIDAD,BIOMETRICOS,VISIONX,6004.85,9931.22,9072
202003,Tinta Logitech Modelo 664,IMPRESION,TINTA,LOGITECH,2265.37,3500.73,9055
202004,Alarmas PrintMax Modelo 453,PC,ALARMAS,PRINTMAX,4939.37,6324.28,9018
202005,Laptops Logitech Modelo 939,,LAPTOPS,LOGITECH,2169.75,2890.97,9059
202006,Impresoras SecureID Modelo 663,IMPRESION,IMPRESORAS,SECUREID,3771.32,5276.18,9040
202007,Audifonos Logitech Modelo 239,ACCESORIOS,AUDIFONOS,LOGITECH,4863.6,7246.25,9044
202008,Mouse SecureID Modelo 356,ACCESORIOS,MOUSE,SECUREID,3569.49,4728.05,9014
202009,Camaras ClickIT Modelo 752,SEGURIDAD,CAMARAS,CLICKIT,2730.47,3214.04,9082
202010,Tinta SecureID Modelo 772,IMPRESION,TINTA,SECUREID,6591.69,11386.6,9028
202011,Alarmas Dell Modelo 929,SEGURIDAD,ALARMAS,DELL,1635.8,1215.74,9004
202012,Gaming NetPro Modelo 588,MONITORES,GAMING,NETPRO,3699.76,6393.62,9057
202013,Desktop NetPro Modelo 931,COMPUTO,DESKTOP,NETPRO,4313.6,6476.76,9071
202014,Routers SecureID Modelo 718,REDES,-,SECUREID,1021.66,1648.94,9006
202015,Audifonos Dell Modelo 830,ACCESORIOS,AUDIFONOS,DELL,5149.79,8798.21,9035
202016,Gaming ClickIT Modelo 528,MONITORES,GAMING,CLICKIT,392.08,482.64,9027
202017,All in One Lenovo Modelo 386,COMPUTO,ALL IN ONE,LENOVO,3894.58,6478.65,9099
202018,Curvos  TechOne  Modelo 988,MONITORES,CURVOS,TECHONE,4972.83,7640.95,9036
202019,Webcam Logitech Modelo 385,ACCESORIOS,WEBCAM,LOGITECH,1025.24,1694.93,9005
202020,Mouse Lenovo Modelo 200,ACCESORIOS,MOUSE,LENOVO,551.4,667.45,9096
202021,Toner VisionX Modelo 125,,TONER,VISIONX,6693.69,8187.3,9018
202022,Desktop TechOne Modelo 854,COMPUTO,DESKTOP,TECHONE,6916.23,4943.38,9066
202023,Teclados NetPro Modelo 520,ACCESORIOS,TECLADOS,NETPRO,6000.56,8080.75,9009
202024,Mouse ClickIT Modelo 175,ACCESORIOS,MOUSE,CLICKIT,5252.1,8759.89,9032
202025,Mouse ClickIT Modelo 747,PC,MOUSE,CLICKIT,2099.41,3395.25,9008
202026,Camaras TechOne Modelo 241,SEGURIDAD,CAMARAS,,197.82,307.64,9042
202027,Curvos NetPro Modelo 619,MONITORES,CURVOS,NETPRO,1086.58,1765.07,9093
202028,Laptops Dell Modelo 454,COMPUTO,LAPTOPS,DELL,2420.17,3903.64,9040
202029,Switches SecureID Modelo 905,REDES,SWITCHES,SECUREID,6336.96,8081.59,9041
202030,Laptops PrintMax Modelo 194,COMPUTO,LAPTOPS,PRINTMAX,4369.38,6238.53,9006
202031,Camaras Dell Modelo 128,SEGURIDAD,CAMARAS,DELL,4847.6,5637.76,9041
202032,LED NetPro Modelo 986,EQUIPO DE COMPUTO,LED,NETPRO,4811.54,6332.39,9010
202033,Cableado SecureID Modelo 684,REDES,CABLEADO,SECUREID,4106.66,6822.76,9017
202034,Routers TechOne Modelo 176,REDES,ROUTERS,TECHONE,5281.31,8110.55,9074
202035,Laptops PrintMax Modelo 843,COMPUTO,LAPTOPS,PRINTMAX,894.19,1444.37,9083
202036,All in One VisionX Modelo 195,COMPUTO,ALL IN ONE,VISIONX,3122.7,4438.54,9078
202037,Camaras NetPro Modelo 164,SEGURIDAD,CAMARAS,NETPRO,3189.12,4303.8,9009
202038,LED PrintMax Modelo 200,MONITORES,LED,PRINTMAX,5838.35,9390.72,9008
202039,All in One Dell Modelo 387,COMPUTO,ALL IN ONE,DELL,3300.3,4618.97,9074
202040,Impresoras Lenovo Modelo 297,IMPRESION,IMPRESORAS,LENOVO,6674.34,9868.06,9012
202041,Desktop VisionX Modelo 972,COMPUTO,DESKTOP,VISIONX,4389.71,5118.74,9088
202042,Impresoras SecureID Modelo 808,IMPRESION,IMPRESORAS,SECUREID,738.25,979.04,9035
202043,Mouse ClickIT Modelo 804,ACCESORIOS,MOUSE,CLICKIT,2325.1,2734.56,9040
202044,Cableado Dell Modelo 468,REDES,CABLEADO,DELL,5623.58,9575.29,9079
202045,Webcam TechOne Modelo 666,ACCESORIOS,WEBCAM,TECHONE,1342.82,1548.55,9043
202046,Routers ClickIT Modelo 216,REDES,ROUTERS,CLICKIT,2081.65,3232.2,9011
202047,Cableado ClickIT Modelo 366,REDES,CABLEADO,CLICKIT,6660.5,2681.53,9062
202048,Gaming SecureID Modelo 187,MONITORES,GAMING,SECUREID,1065.88,1236.39,9007
202049,Cableado ClickIT Modelo 172,REDES,CABLEADO,CLICKIT,3256.48,3795.71,9022
202050,Tinta NetPro Modelo 389,IMPRESION,TINTA,NETPRO,1868.33,1692.48,9052
202051,Alarmas Logitech Modelo 921,SEGURIDAD,ALARMAS,LOGITECH,5845.42,7767.41,9047
202052,Gaming ClickIT Modelo 629,MONITORES,GAMING,CLICKIT,1892.26,2406.57,9003
202053,Laptops ClickIT Modelo 740,COMPUTO,LAPTOPS,CLICKIT,129.56,186.07,9055
202054,Alarmas VisionX Modelo 849,SEGURIDAD,ALARMAS,VISIONX,3512.37,4713.83,9066
202055,Cableado Logitech Modelo 339,REDES,CABLEADO,LOGITECH,4677.54,7584.09,9092
202056,Gaming SecureID Modelo 506,MONITORES,GAMING,SECUREID,5492.11,8963.74,9056
202057,Desktop TechOne Modelo 233,COMPUTO,DESKTOP,TECHONE,432.34,711.37,9020
202058,Alarmas TechOne Modelo 675,SEGURIDAD,ALARMAS,TECHONE,3791.27,6572.09,9020
202059,Desktop NetPro Modelo 156,COMPUTO,DESKTOP,NETPRO,3462.65,5440.27,9097
202060,Laptops PrintMax Modelo 152,COMPUTO,LAPTOPS,PRINTMAX,4860.59,6989.89,9085
202061,Teclados TechOne Modelo 135,ACCESORIOS,TECLADOS,TECHONE,5080.86,8110.8,9024
202062,Impresoras NetPr Modelo 364,IMPRESION,IMPRESORAS,NETPR,6602.12,11317.8,9012
202063,Audifonos ClickIT Modelo 559,ACCESORIOS,AUDIFONOS,CLICKIT,546.35,938.68,9036
202064,Teclados PrintMax Modelo 549,ACCESORIOS,TECLADOS,PRINTMAX,6327.4,9382.35,9082
202065,Teclados TechOne Modelo 597,ACCESORIOS,TECLADOS,TECHONE,2322.07,3398.55,9049
202066,Curvos TechOne Modelo 197,MONITORES,CURVOS,TECHONE,2168.84,3176.11,9100
202067,Gaming NetPro Modelo 530,MONITORES,GAMING,NETPRO,4317.73,5569.27,9057
202068,LED Lenovo Modelo 232,MONITORES,LED,LENOVO,4446.67,7654.39,9099
202069,Desktop Lenovo Modelo 371,COMPUTO,DESKTOP,LENOVO,2312.85,2948.65,9005
202070,All in One ClickIT Modelo 267,COMPUTO,ALL IN ONE,CLICKIT,2996.41,4776.95,9059
202071,Biometricos VisionX Modelo 936,SEGURIDAD,BIOMETRICOS,VISIONX,5288.61,8350.64,9025
202072,Teclados ClickIT Modelo 948,ACCESORIOS,TECLADOS,CLICKIT,6141.1,10047.37,9059
202073,Impresoras NetPro Modelo 783,IMPRESION,IMPRESORAS,NETPRO,3598.19,5323.57,9012
202074,Alarmas Lenovo Modelo 623,SEGURIDAD,ALARMAS,LENOVO,5567.85,9537.25,9011
202075,Routers Lenovo Modelo 734,REDES,ROUTERS,LENOVO,2911.14,3539.45,9022
202076,All in One Logitech Modelo 938,COMPUTO,ALL IN ONE,LOGITECH,6922.94,8927.63,9045
202077,Gaming NetPro Modelo 520,MONITORES,GAMING,NETPRO,1265.67,0.0,9064
202078,Toner TechOne Modelo 982,IMPRESION,TONER,TECHONE,6783.33,8317.43,9096
202079,LED HP Modelo 860,MONITORES,LED,HP,3174.43,4851.47,9089
202080,Tinta TechOne Modelo 804,IMPRESION,TINTA,TECHONE,4628.7,6487.99,9099
202081,Toner PrintMax Modelo 220,IMPRESION,TONER,PRINTMAX,3671.48,5392.81,9056
202082,Teclados Lenovo Modelo 607,ACCESORIOS,TECLADOS,-,2151.06,2776.43,9075
202083,Teclados SecureID Modelo 197,ACCESORIOS,TECLADOS,SECUREID,2033.41,3379.91,9075
202084,Switches Lenovo Modelo 329,REDES,SWITCHES,LENOVO,3540.15,4793.89,9061
202085,Gaming NetPro Modelo 833,MONITORES,GAMING,NETPRO,6393.67,10707.67,9075
202086,Desktop Logitech Modelo 190,COMPUTO,DESKTOP,LOGITECH,1037.9,1605.52,9093
202087,LED VisionX Modelo 240,MONITORES,LED,VISIONX,2322.81,2692.92,9080
202088,Cableado ClickIT Modelo 707,REDES,CABLEADO,CLICKIT,6088.32,7762.31,9058
202089,Cableado Logitech Modelo 365,REDES,CABLEADO,LOGITECH,2827.14,4906.08,9054
202090,Toner VisionX Modelo 244,IMPRESION,TONER,VISIONX,4666.21,5761.62,9032
202091,Toner ClickIT Modelo 807,IMPRESION,TONER,SIN DATO,2971.24,4946.89,9098
202092,Cableado Dell Modelo 322,REDES,CABLEADO,DELL,6176.16,2551.43,9092
202093,Biometricos Lenovo Modelo 212,SEGURIDAD,BIOMETRICOS,LENOVO,6231.68,8122.07,9071
202094,Toner NetPro Modelo 266,IMPRESION,TONER,NETPRO,4109.89,4817.86,9060
202095,Camaras VisionX Modelo 435,SEGURIDAD,CAMARAS,VISIONX,6979.66,10451.36,9070
202096,Webcam PrintMax Modelo 417,ACCESORIOS,WEBCAM,PRINTMAX,6558.05,9472.29,9032
202097,Cableado Lenovo Modelo 347,REDES,CABLEADO,LENOVO,5942.04,10287.56,9069
202098,Switches Lenovo Modelo 945,REDES,SWITCHES,LENOVO,6947.48,9121.47,9092
202099,Camaras Lenovo Modelo 444,SEGURIDAD,CAMARAS,LENOVO,3984.48,6307.25,9063
202100,Webcam Lenovo Modelo 721,ACCESORIOS,WEBCAM,LENOVO,2202.82,3480.17,9090
202101,Mouse Lenovo Modelo 296,ACCESORIOS,MOUSE,LENOVO,3413.68,4246.61,9064
202102,Cableado PrintMax Modelo 717,REDES,CABLEADO,PRINTMAX,1137.44,1951.46,9096
202103,Camaras Lenovo Modelo 814,SEGURIDAD,CAMARAS,LENOVO,3898.4,6502.87,9025
202104,Routers HP Modelo 615,REDES,ROUTERS,HP,5324.77,7259.25,9011
202105,Webcam ClickIT Modelo 157,ACCESORIOS,WEBCAM,CLICKIT,6609.84,9582.17,9065
202106,Toner SecureID Modelo 319,IMPRESION,TONER,SECUREID,2026.96,2435.39,9072
202107,Biometricos PrintMax Modelo 184,SEGURIDAD,BIOMETRICOS,,2232.28,3066.98,9013
202108,Alarmas Dell Modelo 255,SEGURIDAD,ALARMAS,DELL,2846.3,4348.44,9100
202109,Alarmas TechOne Modelo 760,SEGURIDAD,ALARMAS,TECHONE,153.83,263.81,9047
